source,target,length_km,speed_kph,name
n3023,n3024,0.6630,60,31st Avenue
n3024,n2924,0.6672,35,Y Lane
n3024,n3023,0.6630,60,31st Avenue
n3024,n3025,0.6630,60,31st Avenue
n3024,n3124,0.6672,35,Y Lane
n3025,n2925,0.6672,60,Z Boulevard
n3025,n3024,0.6630,60,31st Avenue
n3025,n3026,0.6630,60,31st Avenue
n3025,n3125,0.6672,60,Z Boulevard
n3026,n3025,0.6630,60,31st Avenue
n3026,n3027,0.6630,60,31st Avenue
n3026,n3126,0.6672,35,AA Lane
n3027,n2927,0.6672,35,AB Lane
n3027,n3026,0.6630,60,31st Avenue
n3027,n3028,0.6630,60,31st Avenue
n3027,n3127,0.6672,35,AB Lane
n3028,n2928,0.6672,35,AC Lane
n3028,n3027,0.6630,60,31st Avenue
n3028,n3029,0.6630,60,31st Avenue
n3028,n3128,0.6672,35,AC Lane
n3029,n2929,0.6672,35,AD Lane
n3029,n3028,0.6630,60,31st Avenue
n3029,n3030,0.6630,60,31st Avenue
n3029,n3129,0.6672,35,AD Lane
n3030,n2930,0.6672,60,AE Boulevard
n3030,n3029,0.6630,60,31st Avenue
n3030,n3031,0.6630,60,31st Avenue
n3030,n3130,0.6672,60,AE Boulevard
n3031,n2931,0.6672,35,AF Lane
n3031,n3030,0.6630,60,31st Avenue
n3031,n3032,0.6630,60,31st Avenue
n3031,n3131,0.6672,35,AF Lane
n3032,n2932,0.6672,35,AG Lane
n3032,n3031,0.6630,60,31st Avenue
n3032,n3033,0.6630,60,31st Avenue
n3032,n3132,0.6672,35,AG Lane
n3033,n2933,0.6672,35,AH Lane
n3033,n3032,0.6630,60,31st Avenue
n3033,n3034,0.6630,60,31st Avenue
n3033,n3133,0.6672,35,AH Lane
n3034,n2934,0.6672,35,AI Lane
n3034,n3033,0.6630,60,31st Avenue
n3034,n3035,0.6630,60,31st Avenue
n3034,n3134,0.6672,35,AI Lane
n3035,n2935,0.6672,60,AJ Boulevard
n3035,n3034,0.6630,60,31st Avenue
n3035,n3036,0.6630,60,31st Avenue
n3035,n3135,0.6672,60,AJ Boulevard
n3036,n2936,0.6672,35,AK Lane
n3036,n3035,0.6630,60,31st Avenue
n3036,n3037,0.6630,60,31st Avenue
n3036,n3136,0.6672,35,AK Lane
n3037,n2937,0.6672,35,AL Lane
n3037,n3036,0.6630,60,31st Avenue
n3037,n3038,0.6630,60,31st Avenue
n3037,n3137,0.6672,35,AL Lane
n3038,n2938,0.6672,35,AM Lane
n3038,n3037,0.6630,60,31st Avenue
n3038,n3039,0.6630,60,31st Avenue
n3038,n3138,0.6672,35,AM Lane
n3039,n2939,0.6672,35,AN Lane
n3039,n3038,0.6630,60,31st Avenue
n3039,n3139,0.6672,35,AN Lane
n3039,n2539,3.3359,100,Ring Motorway
n3039,n3539,3.3359,100,Ring Motorway
n3100,n3000,0.6672,60,A Boulevard
n3100,n3101,0.6629,35,32nd Street
n3100,n3200,0.6672,60,A Boulevard
n3101,n3001,0.6672,35,B Lane
n3101,n3100,0.6629,35,32nd Street
n3101,n3102,0.6629,35,32nd Street
n3101,n3201,0.6672,35,B Lane
n3102,n3002,0.6672,35,C Lane
n3102,n3101,0.6629,35,32nd Street
n3102,n3103,0.6629,35,32nd Street
n3102,n3202,0.6672,35,C Lane
n3103,n3003,0.6672,35,D Lane
n3103,n3102,0.6629,35,32nd Street
n3103,n3104,0.6629,35,32nd Street
n3103,n3203,0.6672,35,D Lane
n3104,n3004,0.6672,35,E Lane
n3104,n3103,0.6629,35,32nd Street
n3104,n3105,0.6629,35,32nd Street
n3104,n3204,0.6672,35,E Lane
n3105,n3005,0.6672,60,F Boulevard
n3105,n3104,0.6629,35,32nd Street
n3105,n3106,0.6629,35,32nd Street
n3105,n3205,0.6672,60,F Boulevard
n3106,n3006,0.6672,35,G Lane
n3106,n3105,0.6629,35,32nd Street
n3106,n3107,0.6629,35,32nd Street
n3106,n3206,0.6672,35,G Lane
n3107,n3007,0.6672,35,H Lane
n3107,n3106,0.6629,35,32nd Street
n3107,n3108,0.6629,35,32nd Street
n3108,n3008,0.6672,35,I Lane
n3108,n3107,0.6629,35,32nd Street
n3108,n3109,0.6629,35,32nd Street
n3108,n3208,0.6672,35,I Lane
n3109,n3009,0.6672,35,J Lane
n3109,n3108,0.6629,35,32nd Street
n3109,n3110,0.6629,35,32nd Street
n3109,n3209,0.6672,35,J Lane
n3110,n3010,0.6672,60,K Boulevard
n3110,n3109,0.6629,35,32nd Street
n3110,n3111,0.6629,35,32nd Street
n3110,n3210,0.6672,60,K Boulevard
n3111,n3011,0.6672,35,L Lane
n3111,n3110,0.6629,35,32nd Street
n3111,n3112,0.6629,35,32nd Street
n3111,n3211,0.6672,35,L Lane
n3112,n3012,0.6672,35,M Lane
n3112,n3111,0.6629,35,32nd Street
n3112,n3113,0.6629,35,32nd Street
n3112,n3212,0.6672,35,M Lane
n3113,n3013,0.6672,35,N Lane
n3113,n3112,0.6629,35,32nd Street
n3113,n3114,0.6629,35,32nd Street
n3113,n3213,0.6672,35,N Lane
n3114,n3014,0.6672,35,O Lane
n3114,n3113,0.6629,35,32nd Street
n3114,n3115,0.6629,35,32nd Street
n3114,n3214,0.6672,35,O Lane
n3115,n3015,0.6672,60,P Boulevard
n3115,n3114,0.6629,35,32nd Street
n3115,n3116,0.6629,35,32nd Street
n3115,n3215,0.6672,60,P Boulevard
n3116,n3016,0.6672,35,Q Lane
n3116,n3115,0.6629,35,32nd Street
n3116,n3117,0.6629,35,32nd Street
n3117,n3017,0.6672,35,R Lane
n3117,n3116,0.6629,35,32nd Street
n3117,n3118,0.6629,35,32nd Street
n3117,n3217,0.6672,35,R Lane
n3118,n3018,0.6672,35,S Lane
n3118,n3117,0.6629,35,32nd Street
n3118,n3119,0.6629,35,32nd Street
n3118,n3218,0.6672,35,S Lane
n3119,n3019,0.6672,35,T Lane
n3119,n3118,0.6629,35,32nd Street
n3119,n3120,0.6629,35,32nd Street
n3119,n3219,0.6672,35,T Lane
n3120,n3020,0.6672,60,U Boulevard
n3120,n3119,0.6629,35,32nd Street
n3120,n3121,0.6629,35,32nd Street
n3120,n3220,0.6672,60,U Boulevard
n3121,n3021,0.6672,35,V Lane
n3121,n3120,0.6629,35,32nd Street
n3121,n3122,0.6629,35,32nd Street
n3121,n3221,0.6672,35,V Lane
n3122,n3022,0.6672,35,W Lane
n3122,n3121,0.6629,35,32nd Street
n3122,n3123,0.6629,35,32nd Street
n3122,n3222,0.6672,35,W Lane
n3123,n3122,0.6629,35,32nd Street
n3123,n3124,0.6629,35,32nd Street
n3123,n3223,0.6672,35,X Lane
n3124,n3024,0.6672,35,Y Lane
n3124,n3123,0.6629,35,32nd Street
n3124,n3125,0.6629,35,32nd Street
n3124,n3224,0.6672,35,Y Lane
n3125,n3025,0.6672,60,Z Boulevard
n3125,n3124,0.6629,35,32nd Street
n3125,n3126,0.6629,35,32nd Street
n3125,n3225,0.6672,60,Z Boulevard
n3126,n3026,0.6672,35,AA Lane
n3126,n3125,0.6629,35,32nd Street
n3126,n3127,0.6629,35,32nd Street
n3126,n3226,0.6672,35,AA Lane
n3127,n3027,0.6672,35,AB Lane
n3127,n3126,0.6629,35,32nd Street
n3127,n3128,0.6629,35,32nd Street
n3127,n3227,0.6672,35,AB Lane
n3128,n3028,0.6672,35,AC Lane
n3128,n3127,0.6629,35,32nd Street
n3128,n3129,0.6629,35,32nd Street
n3129,n3029,0.6672,35,AD Lane
n3129,n3128,0.6629,35,32nd Street
n3129,n3130,0.6629,35,32nd Street
n3129,n3229,0.6672,35,AD Lane
n3130,n3030,0.6672,60,AE Boulevard
n3130,n3129,0.6629,35,32nd Street
n3130,n3131,0.6629,35,32nd Street
n3130,n3230,0.6672,60,AE Boulevard
n3131,n3031,0.6672,35,AF Lane
n3131,n3130,0.6629,35,32nd Street
n3131,n3132,0.6629,35,32nd Street
n3131,n3231,0.6672,35,AF Lane
n3132,n3032,0.6672,35,AG Lane
n3132,n3131,0.6629,35,32nd Street
n3132,n3133,0.6629,35,32nd Street
n3132,n3232,0.6672,35,AG Lane
n3133,n3033,0.6672,35,AH Lane
n3133,n3132,0.6629,35,32nd Street
n3133,n3134,0.6629,35,32nd Street
n3133,n3233,0.6672,35,AH Lane
n3134,n3034,0.6672,35,AI Lane
n3134,n3133,0.6629,35,32nd Street
n3134,n3135,0.6629,35,32nd Street
n3134,n3234,0.6672,35,AI Lane
n3135,n3035,0.6672,60,AJ Boulevard
n3135,n3134,0.6629,35,32nd Street
n3135,n3136,0.6629,35,32nd Street
n3135,n3235,0.6672,60,AJ Boulevard
n3136,n3036,0.6672,35,AK Lane
n3136,n3135,0.6629,35,32nd Street
n3136,n3137,0.6629,35,32nd Street
n3136,n3236,0.6672,35,AK Lane
n3137,n3037,0.6672,35,AL Lane
n3137,n3136,0.6629,35,32nd Street
n3137,n3138,0.6629,35,32nd Street
n3137,n3237,0.6672,35,AL Lane
n3138,n3038,0.6672,35,AM Lane
n3138,n3137,0.6629,35,32nd Street
n3138,n3139,0.6629,35,32nd Street
n3138,n3238,0.6672,35,AM Lane
n3139,n3039,0.6672,35,AN Lane
n3139,n3138,0.6629,35,32nd Street
n3139,n3239,0.6672,35,AN Lane
n3200,n3100,0.6672,60,A Boulevard
n3200,n3201,0.6629,35,33rd Street
n3200,n3300,0.6672,60,A Boulevard
n3201,n3101,0.6672,35,B Lane
n3201,n3200,0.6629,35,33rd Street
n3201,n3202,0.6629,35,33rd Street
n3201,n3301,0.6672,35,B Lane
n3202,n3102,0.6672,35,C Lane
n3202,n3201,0.6629,35,33rd Street
n3202,n3203,0.6629,35,33rd Street
n3203,n3103,0.6672,35,D Lane
n3203,n3202,0.6629,35,33rd Street
n3203,n3204,0.6629,35,33rd Street
n3203,n3303,0.6672,35,D Lane
n3204,n3104,0.6672,35,E Lane
n3204,n3203,0.6629,35,33rd Street
n3204,n3205,0.6629,35,33rd Street
n3204,n3304,0.6672,35,E Lane
n3205,n3105,0.6672,60,F Boulevard
n3205,n3204,0.6629,35,33rd Street
n3205,n3206,0.6629,35,33rd Street
n3205,n3305,0.6672,60,F Boulevard
n3206,n3106,0.6672,35,G Lane
n3206,n3205,0.6629,35,33rd Street
n3206,n3207,0.6629,35,33rd Street
n3206,n3306,0.6672,35,G Lane
n3207,n3206,0.6629,35,33rd Street
n3207,n3307,0.6672,35,H Lane
n3208,n3108,0.6672,35,I Lane
n3208,n3308,0.6672,35,I Lane
n3209,n3109,0.6672,35,J Lane
n3209,n3210,0.6629,35,33rd Street
n3210,n3110,0.6672,60,K Boulevard
n3210,n3209,0.6629,35,33rd Street
n3210,n3211,0.6629,35,33rd Street
n3210,n3310,0.6672,60,K Boulevard
n3211,n3111,0.6672,35,L Lane
n3211,n3210,0.6629,35,33rd Street
n3211,n3212,0.6629,35,33rd Street
n3211,n3311,0.6672,35,L Lane
n3212,n3112,0.6672,35,M Lane
n3212,n3211,0.6629,35,33rd Street
n3212,n3213,0.6629,35,33rd Street
n3212,n3312,0.6672,35,M Lane
n3213,n3113,0.6672,35,N Lane
n3213,n3212,0.6629,35,33rd Street
n3213,n3214,0.6629,35,33rd Street
n3213,n3313,0.6672,35,N Lane
n3214,n3114,0.6672,35,O Lane
n3214,n3213,0.6629,35,33rd Street
n3214,n3215,0.6629,35,33rd Street
n3214,n3314,0.6672,35,O Lane
n3215,n3115,0.6672,60,P Boulevard
n3215,n3214,0.6629,35,33rd Street
n3215,n3216,0.6629,35,33rd Street
n3215,n3315,0.6672,60,P Boulevard
n3216,n3215,0.6629,35,33rd Street
n3216,n3217,0.6629,35,33rd Street
n3216,n3316,0.6672,35,Q Lane
n3217,n3117,0.6672,35,R Lane
n3217,n3216,0.6629,35,33rd Street
n3217,n3218,0.6629,35,33rd Street
n3217,n3317,0.6672,35,R Lane
n3218,n3118,0.6672,35,S Lane
n3218,n3217,0.6629,35,33rd Street
n3218,n3219,0.6629,35,33rd Street
n3218,n3318,0.6672,35,S Lane
n3219,n3119,0.6672,35,T Lane
n3219,n3218,0.6629,35,33rd Street
n3219,n3220,0.6629,35,33rd Street
n3219,n3319,0.6672,35,T Lane
n3220,n3120,0.6672,60,U Boulevard
n3220,n3219,0.6629,35,33rd Street
n3220,n3320,0.6672,60,U Boulevard
n3221,n3121,0.6672,35,V Lane
n3221,n3222,0.6629,35,33rd Street
n3221,n3321,0.6672,35,V Lane
n3222,n3122,0.6672,35,W Lane
n3222,n3221,0.6629,35,33rd Street
n3222,n3223,0.6629,35,33rd Street
n3222,n3322,0.6672,35,W Lane
n3223,n3123,0.6672,35,X Lane
n3223,n3222,0.6629,35,33rd Street
n3223,n3224,0.6629,35,33rd Street
n3224,n3124,0.6672,35,Y Lane
n3224,n3223,0.6629,35,33rd Street
n3225,n3125,0.6672,60,Z Boulevard
n3225,n3226,0.6629,35,33rd Street
n3225,n3325,0.6672,60,Z Boulevard
n3226,n3126,0.6672,35,AA Lane
n3226,n3225,0.6629,35,33rd Street
n3226,n3227,0.6629,35,33rd Street
n3226,n3326,0.6672,35,AA Lane
n3227,n3127,0.6672,35,AB Lane
n3227,n3226,0.6629,35,33rd Street
n3227,n3228,0.6629,35,33rd Street
n3227,n3327,0.6672,35,AB Lane
n3228,n3227,0.6629,35,33rd Street
n3228,n3229,0.6629,35,33rd Street
n3228,n3328,0.6672,35,AC Lane
n3229,n3129,0.6672,35,AD Lane
n3229,n3228,0.6629,35,33rd Street
n3229,n3230,0.6629,35,33rd Street
n3229,n3329,0.6672,35,AD Lane
n3230,n3130,0.6672,60,AE Boulevard
n3230,n3229,0.6629,35,33rd Street
n3230,n3231,0.6629,35,33rd Street
n3230,n3330,0.6672,60,AE Boulevard
n3231,n3131,0.6672,35,AF Lane
n3231,n3230,0.6629,35,33rd Street
n3231,n3331,0.6672,35,AF Lane
n3232,n3132,0.6672,35,AG Lane
n3232,n3233,0.6629,35,33rd Street
n3232,n3332,0.6672,35,AG Lane
n3233,n3133,0.6672,35,AH Lane
n3233,n3232,0.6629,35,33rd Street
n3233,n3234,0.6629,35,33rd Street
n3233,n3333,0.6672,35,AH Lane
n3234,n3134,0.6672,35,AI Lane
n3234,n3233,0.6629,35,33rd Street
n3234,n3235,0.6629,35,33rd Street
n3234,n3334,0.6672,35,AI Lane
n3235,n3135,0.6672,60,AJ Boulevard
n3235,n3234,0.6629,35,33rd Street
n3235,n3236,0.6629,35,33rd Street
n3235,n3335,0.6672,60,AJ Boulevard
n3236,n3136,0.6672,35,AK Lane
n3236,n3235,0.6629,35,33rd Street
n3236,n3237,0.6629,35,33rd Street
n3236,n3336,0.6672,35,AK Lane
n3237,n3137,0.6672,35,AL Lane
n3237,n3236,0.6629,35,33rd Street
n3237,n3238,0.6629,35,33rd Street
n3237,n3337,0.6672,35,AL Lane
n3238,n3138,0.6672,35,AM Lane
n3238,n3237,0.6629,35,33rd Street
n3238,n3239,0.6629,35,33rd Street
n3238,n3338,0.6672,35,AM Lane
n3239,n3139,0.6672,35,AN Lane
n3239,n3238,0.6629,35,33rd Street
n3239,n3339,0.6672,35,AN Lane
n3300,n3200,0.6672,60,A Boulevard
n3300,n3301,0.6628,35,34th Street
n3300,n3400,0.6672,60,A Boulevard
n3301,n3201,0.6672,35,B Lane
n3301,n3300,0.6628,35,34th Street
n3301,n3302,0.6628,35,34th Street
n3301,n3401,0.6672,35,B Lane
n3302,n3301,0.6628,35,34th Street
n3302,n3303,0.6628,35,34th Street
n3302,n3402,0.6672,35,C Lane
n3303,n3203,0.6672,35,D Lane
n3303,n3302,0.6628,35,34th Street
n3303,n3304,0.6628,35,34th Street
n3303,n3403,0.6672,35,D Lane
n3304,n3204,0.6672,35,E Lane
n3304,n3303,0.6628,35,34th Street
n3304,n3404,0.6672,35,E Lane
n3305,n3205,0.6672,60,F Boulevard
n3305,n3306,0.6628,35,34th Street
n3305,n3405,0.6672,60,F Boulevard
n3306,n3206,0.6672,35,G Lane
n3306,n3305,0.6628,35,34th Street
n3306,n3307,0.6628,35,34th Street
n3306,n3406,0.6672,35,G Lane
n3307,n3207,0.6672,35,H Lane
n3307,n3306,0.6628,35,34th Street
n3307,n3308,0.6628,35,34th Street
n3307,n3407,0.6672,35,H Lane
n3308,n3208,0.6672,35,I Lane
n3308,n3307,0.6628,35,34th Street
n3308,n3309,0.6628,35,34th Street
n3308,n3408,0.6672,35,I Lane
n3309,n3308,0.6628,35,34th Street
n3309,n3310,0.6628,35,34th Street
n3309,n3409,0.6672,35,J Lane
n3310,n3210,0.6672,60,K Boulevard
n3310,n3309,0.6628,35,34th Street
n3310,n3311,0.6628,35,34th Street
n3310,n3410,0.6672,60,K Boulevard
n3311,n3211,0.6672,35,L Lane
n3311,n3310,0.6628,35,34th Street
n3311,n3312,0.6628,35,34th Street
n3311,n3411,0.6672,35,L Lane
n3312,n3212,0.6672,35,M Lane
n3312,n3311,0.6628,35,34th Street
n3312,n3313,0.6628,35,34th Street
n3312,n3412,0.6672,35,M Lane
n3313,n3213,0.6672,35,N Lane
n3313,n3312,0.6628,35,34th Street
n3313,n3314,0.6628,35,34th Street
n3313,n3413,0.6672,35,N Lane
n3314,n3214,0.6672,35,O Lane
n3314,n3313,0.6628,35,34th Street
n3314,n3315,0.6628,35,34th Street
n3314,n3414,0.6672,35,O Lane
n3315,n3215,0.6672,60,P Boulevard
n3315,n3314,0.6628,35,34th Street
n3315,n3316,0.6628,35,34th Street
n3315,n3415,0.6672,60,P Boulevard
n3316,n3216,0.6672,35,Q Lane
n3316,n3315,0.6628,35,34th Street
n3316,n3317,0.6628,35,34th Street
n3316,n3416,0.6672,35,Q Lane
n3317,n3217,0.6672,35,R Lane
n3317,n3316,0.6628,35,34th Street
n3317,n3318,0.6628,35,34th Street
n3318,n3218,0.6672,35,S Lane
n3318,n3317,0.6628,35,34th Street
n3318,n3319,0.6628,35,34th Street
n3318,n3418,0.6672,35,S Lane
n3319,n3219,0.6672,35,T Lane
n3319,n3318,0.6628,35,34th Street
n3319,n3320,0.6628,35,34th Street
n3319,n3419,0.6672,35,T Lane
n3320,n3220,0.6672,60,U Boulevard
n3320,n3319,0.6628,35,34th Street
n3320,n3321,0.6628,35,34th Street
n3320,n3420,0.6672,60,U Boulevard
n3321,n3221,0.6672,35,V Lane
n3321,n3320,0.6628,35,34th Street
n3321,n3322,0.6628,35,34th Street
n3321,n3421,0.6672,35,V Lane
n3322,n3222,0.6672,35,W Lane
n3322,n3321,0.6628,35,34th Street
n3322,n3323,0.6628,35,34th Street
n3322,n3422,0.6672,35,W Lane
n3323,n3322,0.6628,35,34th Street
n3323,n3423,0.6672,35,X Lane
n3324,n3325,0.6628,35,34th Street
n3324,n3424,0.6672,35,Y Lane
n3325,n3225,0.6672,60,Z Boulevard
n3325,n3324,0.6628,35,34th Street
n3325,n3326,0.6628,35,34th Street
n3325,n3425,0.6672,60,Z Boulevard
n3326,n3226,0.6672,35,AA Lane
n3326,n3325,0.6628,35,34th Street
n3326,n3327,0.6628,35,34th Street
n3327,n3227,0.6672,35,AB Lane
n3327,n3326,0.6628,35,34th Street
n3327,n3328,0.6628,35,34th Street
n3327,n3427,0.6672,35,AB Lane
n3328,n3228,0.6672,35,AC Lane
n3328,n3327,0.6628,35,34th Street
n3328,n3329,0.6628,35,34th Street
n3328,n3428,0.6672,35,AC Lane
n3329,n3229,0.6672,35,AD Lane
n3329,n3328,0.6628,35,34th Street
n3329,n3330,0.6628,35,34th Street
n3329,n3429,0.6672,35,AD Lane
n3330,n3230,0.6672,60,AE Boulevard
n3330,n3329,0.6628,35,34th Street
n3330,n3331,0.6628,35,34th Street
n3330,n3430,0.6672,60,AE Boulevard
n3331,n3231,0.6672,35,AF Lane
n3331,n3330,0.6628,35,34th Street
n3331,n3332,0.6628,35,34th Street
n3331,n3431,0.6672,35,AF Lane
n3332,n3232,0.6672,35,AG Lane
n3332,n3331,0.6628,35,34th Street
n3332,n3333,0.6628,35,34th Street
n3332,n3432,0.6672,35,AG Lane
n3333,n3233,0.6672,35,AH Lane
n3333,n3332,0.6628,35,34th Street
n3333,n3334,0.6628,35,34th Street
n3333,n3433,0.6672,35,AH Lane
n3334,n3234,0.6672,35,AI Lane
n3334,n3333,0.6628,35,34th Street
n3334,n3335,0.6628,35,34th Street
n3334,n3434,0.6672,35,AI Lane
n3335,n3235,0.6672,60,AJ Boulevard
n3335,n3334,0.6628,35,34th Street
n3335,n3336,0.6628,35,34th Street
n3335,n3435,0.6672,60,AJ Boulevard
n3336,n3236,0.6672,35,AK Lane
n3336,n3335,0.6628,35,34th Street
n3336,n3337,0.6628,35,34th Street
n3336,n3436,0.6672,35,AK Lane
n3337,n3237,0.6672,35,AL Lane
n3337,n3336,0.6628,35,34th Street
n3337,n3338,0.6628,35,34th Street
n3337,n3437,0.6672,35,AL Lane
n3338,n3238,0.6672,35,AM Lane
n3338,n3337,0.6628,35,34th Street
n3338,n3339,0.6628,35,34th Street
n3338,n3438,0.6672,35,AM Lane
n3339,n3239,0.6672,35,AN Lane
n3339,n3338,0.6628,35,34th Street
n3339,n3439,0.6672,35,AN Lane
n3400,n3300,0.6672,60,A Boulevard
n3400,n3401,0.6628,35,35th Street
n3400,n3500,0.6672,60,A Boulevard
n3400,n3904,4.2608,100,Ring Motorway
n3400,n2900,3.3359,100,Ring Motorway
n3401,n3301,0.6672,35,B Lane
n3401,n3400,0.6628,35,35th Street
n3401,n3402,0.6628,35,35th Street
n3401,n3501,0.6672,35,B Lane
n3402,n3302,0.6672,35,C Lane
n3402,n3401,0.6628,35,35th Street
n3402,n3403,0.6628,35,35th Street
n3402,n3502,0.6672,35,C Lane
n3403,n3303,0.6672,35,D Lane
n3403,n3402,0.6628,35,35th Street
n3403,n3404,0.6628,35,35th Street
n3403,n3503,0.6672,35,D Lane
n3404,n3304,0.6672,35,E Lane
n3404,n3403,0.6628,35,35th Street
n3404,n3405,0.6628,35,35th Street
n3404,n3504,0.6672,35,E Lane
n3405,n3305,0.6672,60,F Boulevard
n3405,n3404,0.6628,35,35th Street
n3405,n3406,0.6628,35,35th Street
n3405,n3505,0.6672,60,F Boulevard
n3406,n3306,0.6672,35,G Lane
n3406,n3405,0.6628,35,35th Street
n3406,n3407,0.6628,35,35th Street
n3406,n3506,0.6672,35,G Lane
n3407,n3307,0.6672,35,H Lane
n3407,n3406,0.6628,35,35th Street
n3407,n3408,0.6628,35,35th Street
n3407,n3507,0.6672,35,H Lane
n3408,n3308,0.6672,35,I Lane
n3408,n3407,0.6628,35,35th Street
n3408,n3409,0.6628,35,35th Street
n3408,n3508,0.6672,35,I Lane
n3409,n3309,0.6672,35,J Lane
n3409,n3408,0.6628,35,35th Street
n3409,n3410,0.6628,35,35th Street
n3409,n3509,0.6672,35,J Lane
n3410,n3310,0.6672,60,K Boulevard
n3410,n3409,0.6628,35,35th Street
n3410,n3411,0.6628,35,35th Street
n3410,n3510,0.6672,60,K Boulevard
n3411,n3311,0.6672,35,L Lane
n3411,n3410,0.6628,35,35th Street
n3411,n3412,0.6628,35,35th Street
n3411,n3511,0.6672,35,L Lane
n3412,n3312,0.6672,35,M Lane
n3412,n3411,0.6628,35,35th Street
n3412,n3413,0.6628,35,35th Street
n3412,n3512,0.6672,35,M Lane
n3413,n3313,0.6672,35,N Lane
n3413,n3412,0.6628,35,35th Street
n3413,n3414,0.6628,35,35th Street
n3413,n3513,0.6672,35,N Lane
n3414,n3314,0.6672,35,O Lane
n3414,n3413,0.6628,35,35th Street
n3414,n3514,0.6672,35,O Lane
n3415,n3315,0.6672,60,P Boulevard
n3415,n3416,0.6628,35,35th Street
n3415,n3515,0.6672,60,P Boulevard
n3416,n3316,0.6672,35,Q Lane
n3416,n3415,0.6628,35,35th Street
n3416,n3417,0.6628,35,35th Street
n3416,n3516,0.6672,35,Q Lane
n3417,n3416,0.6628,35,35th Street
n3417,n3418,0.6628,35,35th Street
n3417,n3517,0.6672,35,R Lane
n3418,n3318,0.6672,35,S Lane
n3418,n3417,0.6628,35,35th Street
n3418,n3419,0.6628,35,35th Street
n3418,n3518,0.6672,35,S Lane
n3419,n3319,0.6672,35,T Lane
n3419,n3418,0.6628,35,35th Street
n3419,n3420,0.6628,35,35th Street
n3419,n3519,0.6672,35,T Lane
n3420,n3320,0.6672,60,U Boulevard
n3420,n3419,0.6628,35,35th Street
n3420,n3421,0.6628,35,35th Street
n3420,n3520,0.6672,60,U Boulevard
n3421,n3321,0.6672,35,V Lane
n3421,n3420,0.6628,35,35th Street
n3421,n3422,0.6628,35,35th Street
n3421,n3521,0.6672,35,V Lane
n3422,n3322,0.6672,35,W Lane
n3422,n3421,0.6628,35,35th Street
n3422,n3423,0.6628,35,35th Street
n3422,n3522,0.6672,35,W Lane
n3423,n3323,0.6672,35,X Lane
n3423,n3422,0.6628,35,35th Street
n3423,n3424,0.6628,35,35th Street
n3423,n3523,0.6672,35,X Lane
n3424,n3324,0.6672,35,Y Lane
n3424,n3423,0.6628,35,35th Street
n3424,n3425,0.6628,35,35th Street
n3424,n3524,0.6672,35,Y Lane
n3425,n3325,0.6672,60,Z Boulevard
n3425,n3424,0.6628,35,35th Street
n3425,n3426,0.6628,35,35th Street
n3425,n3525,0.6672,60,Z Boulevard
n3426,n3425,0.6628,35,35th Street
n3426,n3427,0.6628,35,35th Street
n3426,n3526,0.6672,35,AA Lane
n3427,n3327,0.6672,35,AB Lane
n3427,n3426,0.6628,35,35th Street
n3427,n3428,0.6628,35,35th Street
n3428,n3328,0.6672,35,AC Lane
n3428,n3427,0.6628,35,35th Street
n3428,n3429,0.6628,35,35th Street
n3428,n3528,0.6672,35,AC Lane
n3429,n3329,0.6672,35,AD Lane
n3429,n3428,0.6628,35,35th Street
n3429,n3430,0.6628,35,35th Street
n3429,n3529,0.6672,35,AD Lane
n3430,n3330,0.6672,60,AE Boulevard
n3430,n3429,0.6628,35,35th Street
n3430,n3431,0.6628,35,35th Street
n3430,n3530,0.6672,60,AE Boulevard
n3431,n3331,0.6672,35,AF Lane
n3431,n3430,0.6628,35,35th Street
n3431,n3432,0.6628,35,35th Street
n3431,n3531,0.6672,35,AF Lane
n3432,n3332,0.6672,35,AG Lane
n3432,n3431,0.6628,35,35th Street
n3432,n3532,0.6672,35,AG Lane
n3433,n3333,0.6672,35,AH Lane
n3433,n3434,0.6628,35,35th Street
n3433,n3533,0.6672,35,AH Lane
n3434,n3334,0.6672,35,AI Lane
n3434,n3433,0.6628,35,35th Street
n3434,n3435,0.6628,35,35th Street
n3434,n3534,0.6672,35,AI Lane
n3435,n3335,0.6672,60,AJ Boulevard
n3435,n3434,0.6628,35,35th Street
n3435,n3436,0.6628,35,35th Street
n3435,n3535,0.6672,60,AJ Boulevard
n3436,n3336,0.6672,35,AK Lane
n3436,n3435,0.6628,35,35th Street
n3436,n3437,0.6628,35,35th Street
n3436,n3536,0.6672,35,AK Lane
n3437,n3337,0.6672,35,AL Lane
n3437,n3436,0.6628,35,35th Street
n3437,n3438,0.6628,35,35th Street
n3437,n3537,0.6672,35,AL Lane
n3438,n3338,0.6672,35,AM Lane
n3438,n3437,0.6628,35,35th Street
n3438,n3439,0.6628,35,35th Street
n3438,n3538,0.6672,35,AM Lane
n3439,n3339,0.6672,35,AN Lane
n3439,n3438,0.6628,35,35th Street
n3439,n3539,0.6672,35,AN Lane
n3500,n3400,0.6672,60,A Boulevard
n3500,n3501,0.6627,60,36th Avenue
n3500,n3600,0.6672,60,A Boulevard
n3501,n3401,0.6672,35,B Lane
n3501,n3500,0.6627,60,36th Avenue
n3501,n3502,0.6627,60,36th Avenue
n3501,n3601,0.6672,35,B Lane
n3502,n3402,0.6672,35,C Lane
n3502,n3501,0.6627,60,36th Avenue
n3502,n3503,0.6627,60,36th Avenue
n3502,n3602,0.6672,35,C Lane
